"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text"
"79","B004X2KR36","A2AB7M9UCNBVN7","sharonh4","0","0","3","1346976000","Order only in cold weather","The taste was great, but the berries had melted.  May order again in winter. If you order in cold weather you should enjoy flavor."
"80","B005R8JE8O","A3H1EQD2PBC085","jmc","0","0","5","1344902400","this is the best","i know i cannot make tea this good.  granted, i am not from the south but i know i have never enjoyed tea that was this sweet without being too sweet.  it tastes crisp."
"81","B0066DMI6Y","AB30HQTI5VOLR","Melinda Bishop","1","1","5","1325116800","Delicious!","This peppermint stick is delicious and fun to eat.  My dad got me one for Christmas because he remembered me having a similar one when I was a little girl.  I'm 30 now and I love it!"
"82","B0066DMI6Y","AZLONLC8OZPEC","John W. Hollis","1","1","4","1324598400","Great","Great gift for all ages! I purchased these giant canes before and the recipients loved them so much, they kept them and would not eat them."
"83","B003ZFRKGO","A2VOZX7YBT0D6D","Johnnycakes ""Johnnycakes""","15","15","5","1325635200","Forget Molecular Gastronomy - this stuff rockes a coffee creamer!","I know the product title says Molecular Gastronomy, but don't let that scare you off.  I have been looking for this for a while now, not for food science, but for something more down to earth.  I use it to make my own coffee creamer.I have to have my coffee blonde and sweet - but the flavored creamers are full of the bad kinds of fat, and honestly, I hate to use manufactured ""food"" items.  I really don't think they are good for the body.  On the other hand, I hate using cold milk or cream, because I like HOT coffee.I stumbled across this on Amazon one day and got the idea of making my own creamer.  I also bought low-fat (non-instant) milk powder and regular milk powder. The non-instant lowfat milk is a little sweeter and tastes fresher than regular instant low-fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee.  You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich. Also, I think the powder is too expensive to just use on it's own. I like mixing 1/3 of each together.For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) sugar.  I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers.  If you wanted, you could use a fake sweetner powder instead.  I make up small amounts that I store in jelly canning jars. I also use my little food chopper/food processor to blend everything, so the sugar is not heavier and sinks to the bottom.  Let it settle for a bit before opening the top though.This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors.  I am going to try using some essential oils next and see if I can get a good chocolate/orange mix.All of the ingredients I mentioned are here online.  Take the time to experiment.  Maybe you don't use any low-fat milk. Or don't add any flavorings.  It is up to you.  Also, would make great housewarming/host(ess) gifts.I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great."
"84","B0019CW0HE","A1FD9E5C06UB6B","BRENDA DEMERS","5","5","3","1301011200","Natural Balance Lamb and Rice","While my dogs like all of the flavors that we have tried of this dog food, for some reason their itching increased when I tried the lamb and rice. I have some very itchy dogs and am giving them a limited ingredient dog food to try to help. The duck and sweet potato cut down on the itching significantly, but when we tried lamb and rice they started itching more once again. I like Natural Balance for the quality ingredients."
"85","B0019CW0HE","AK2CXHH9VRZ2A","I. GLENN","4","4","3","1313193600","INCREASED MY DOGS ITCHING","Awesome dog food. However, when given to my ""Boston"", who has severe reactions to some food ingredients; his itching increased to violent jumping out of bed at night, scratching. As soon as I changed to a different formula, the scratching stopped. So glad Natural Balance has other choices. I guess you have to try each, until you find what's best for your pet."
"86","B0019CW0HE","A25BGFRHYHEZKK","Toby's mom","4","4","5","1292889600","Great food!","We have three dogs and all of them love this food!  We bought it specifically for one of our dogs who has food allergies and it works great for him, no more hot spots or tummy problems.I LOVE that it ships right to our door with free shipping."
"87","B0019CW0HE","A37N9XZBB8JYOF","Ash52","1","1","5","1333670400","Great for my dogs allergies","My dog has a ton of allergies both environmental and food. She was on a prescription dog food before we had her tested to see what allergies she has. After we got the test back, we learned she was allergic to something in the prescription brand. So I finally found this dog food and she has done so well on this! She still has her environmental triggers, but I am happy she can finally eat something I know won't cause her pain."
"88","B0019CW0HE","A1T4L0Q47OZ9N","Wendy","1","1","5","1320883200","Great for stomach problems!","My shepherd/collie mix has IBS.  Our vet recommended a limited ingredient food.  This has really helped her symptoms and she likes it.  I will always buy it from Amazon...it's $10 cheaper and free shipping!"
"89","B0019CW0HE","A3IMXZE9FCUNOC","Dana","1","1","5","1311638400","Better life for you dog!","Natural Balance Dry Dog Food Lamb Meal and Brown Rice Recipe did wonders for my Jack Russell. She has awful food allergy's and this food was our last hope because it was the last food we could find that didn't have SOMETHING in it that she was allergic to. She has no problem eating it dry but normally I mix the Natural Balance Dry Lamb and Brown Rice with the Natural Balance Wet Lamb and Brown Rice.. she seems to like that better. We started feeding it to our other dog (a Bichon) too and she loves it. If your dog has allergy's or stomach issue.. or if you want your dog to eat better food-- this is it! You will see a difference in your pet."
"90","B0019CW0HE","A1EC57S6C2VLTL","Lorraine ""Agelechio""","0","0","5","1347408000","Great Food","Great food! I love the idea of one food for all ages & breeds. Ît's a real convenience as well as a really good product.  My 3 dogs eat less, have almost no gas, their poop is regular and a perfect consistency, what else can a mom ask for!!"
"91","B0019CW0HE","A1OGD72Y2Y26CF","Lisas201","0","0","5","1335398400","Great food for my my dog who has a sensitive stomach.","I have a standard poodle and pomeranian who both do wonderful on this food. I have switched them to a different food (due to price) a couple of times and end up going right back to natural balance."
"92","B0019CW0HE","A7JWCYVPF7KCO","gare","0","0","5","1334966400","Great dog food","This is great dog food, my dog has severs allergies and this brand is the only one that we can feed him."
"93","B0019CW0HE","ABG53EBZBKD23","J. Romagnoli ""*jroma""","0","0","5","1333929600","Mmmmm  Mmmmm good.","This food is great - all ages dogs.  I have a 3 year old and a puppy.  They are both so soft and hardly ever get sick.  The food is good especially when you have Amazon Prime shipping  :)"
"94","B0019CW0HE","A3AF72GP4GVRY1","John D. Meara","0","0","5","1330041600","Great Dog Food!","My golden retriever is one of the most picky dogs I've ever met.  After experimenting with various types of food, I have found she loves natural balance.  What I really like about natural balance is the fact that it has multiple flavors in dry and wet varieties.  I mix her dry food with a little wet food and my golden loves it.  Furthermore, I do like mixing up the flavors each time as I think the same meal day over day might get a little boring, so I figured why not.  I tend to stay away from the fish type though as it smells...Additionally, I started purchasing off Amazon because Petco didn't have the wet food box and only had a couple of cans.  I came home and to my surprise realized that I could save $20 each time I bought dog food if I just buy it off Amazon.All in all, I definitely recommend and give my stamp of approval to natural balance dog food.  While I have never eaten it, my dog seems to love it."
"95","B0019CW0HE","A1DJAAKLPCJRZD","wendy","0","0","5","1329609600","So convenient","This is the same food we get at pet store. But it's delivered to my door! And for the same price or slightly less."
"96","B0019CW0HE","A1BFNM27629VAV","E. Triebe","0","0","5","1320105600","Good healthy dog food","I've been very pleased with the Natural Balance dog food. Our dogs have had issues with other dog foods in the past and I had someone recommend Natural Balance grain free since it is possible they were allergic to grains. Since switching I haven't had any issues. It is also helpful that have have different kibble size for larger/smaller sized dogs."
"97","B0019CW0HE","A18AAABCIJKC5Q","Rhiever","0","0","5","1303776000","Great dog food","My 1-1/2 year old basenji/jack russell mix loves this dog food. He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full. On the normal dog foods, he'd eat up to 3 cups of dog food a day (the recommended serving for his size), whereas he only eats about 1 cup to 1-1/2 cup of the Natural Balance dog food a day. When you take this into account, you're actually getting more ""bang for your buck"" with the natural dog foods since you don't have to buy as much to last just as long as the normal dog foods... and a healthier, happier dog, to boot! Add in the fact that you can get free, 2-day shipping with Amazon Prime... I'm sold!!"
